TimeStamp,User,Message 
"['11/12/16, 21:04']",['- Fruit'],[': Gattiga sadutunav gaa']
"['11/12/16, 21:05']",['- Jagannath'],"["": Found it in classwork, thought it'll be useful for you \xf0\x9f\x98\x92""]"
"['11/12/16, 21:20']",['- Jagannath'],[': \xf0\x9f\x96\x95\xf0\x9f\x8f\xbb']
"['11/12/16, 21:38']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['11/12/16, 21:38']",['- Fruit'],[': Okay thanks']
"['12/12/16, 15:43']",['- Jagannath'],[': <Media omitted>']
"['12/12/16, 15:43']",['- Jagannath'],[': Difference between circuit datagram and virtual switching']
"['12/12/16, 16:08']",['- Fruit'],[': Circuit datagram aa']
"['12/12/16, 16:08']",['- Fruit'],[': Ante??']
"['12/12/16, 16:08']",['- Fruit'],[': Which chap?']
"['12/12/16, 16:12']",['- Jagannath'],[': Arey ne showlu tatukolekupotunanu']
"['12/12/16, 16:21']",['- Fruit'],[': Nijam bai']
"['12/12/16, 16:21']",['- Fruit'],[': Just started']
"['12/12/16, 16:21']",['- Fruit'],[': Unit 3 lo unnai']
"['12/12/16, 16:21']",['- Fruit'],[': Ippude switching start chesa']
"['12/12/16, 22:55']",['- Jagannath'],[': Done?']
"['12/12/16, 23:19']",['- Fruit'],[': Baigan']
"['12/12/16, 23:20']",['- Fruit'],[': 3 done']
"['12/12/16, 23:20']",['- Fruit'],[': 2 to go']
"['12/12/16, 23:20']",['- Jagannath'],[': This is unit 3']
"['12/12/16, 23:20']",['- Fruit'],[': Ya 3 4 5 done']
"['12/12/16, 23:20']",['- Fruit'],[': Jus now']
"['12/12/16, 23:20']",['- Fruit'],[': 1 and 2 to go']
"['12/12/16, 23:20']",['- Jagannath'],[': Nuvu endi line to line chaduvtunav endi']
"['12/12/16, 23:20']",['- Jagannath'],[': Those are okay okay']
"['12/12/16, 23:21']",['- Fruit'],[': Yaa 3 4 and  5 are a bit tough']
"['12/12/16, 23:21']",['- Fruit'],[': So Jadi complete cheyali ani']
"['12/12/16, 23:26']",['- Jagannath'],[': \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb']
"['12/12/16, 23:26']",['- Fruit'],[': Bro']
"['12/12/16, 23:26']",['- Jagannath'],[': Cheppu']
"['12/12/16, 23:26']",['- Fruit'],[': U have those 1 st mid ppts']
"['12/12/16, 23:26']",['- Fruit'],[': ?']
"['12/12/16, 23:26']",['- Jagannath'],[': I searched re']
"['12/12/16, 23:26']",['- Fruit'],[': Unit 1 and 2 vi']
"['12/12/16, 23:26']",['- Jagannath'],"["": Didn't find in mail""]"
"['12/12/16, 23:26']",['- Fruit'],[': Shits']
"['12/12/16, 23:26']",['- Fruit'],[': Okasari']
"['12/12/16, 23:27']",['- Fruit'],[': Mana v67 grp lo media chudu']
"['12/12/16, 23:27']",['- Jagannath'],[': I changed my phone -.-']
"['12/12/16, 23:28']",['- Jagannath'],[': Correct ga DC mid roju it broke']
"['12/12/16, 23:28']",['- Fruit'],[': Shit']
"['12/12/16, 23:28']",['- Fruit'],[': I found in mine']
"['12/12/16, 23:29']",['- Jagannath'],[': Good']
"['12/12/16, 23:29']",['- Fruit'],[': Want?']
"['12/12/16, 23:29']",['- Jagannath'],[': Just send that line coding techniques']
"['12/12/16, 23:30']",['- Fruit'],[': <Media omitted>']
"['12/12/16, 23:30']",['- Jagannath'],[': Digital data to digital signals']
"['12/12/16, 23:30']",['- Fruit'],[': <Media omitted>']
"['12/12/16, 23:30']",['- Fruit'],[': <Media omitted>']
"['12/12/16, 23:30']",['- Fruit'],[': <Media omitted>']
"['12/12/16, 23:30']",['- Fruit'],[': <Media omitted>']
"['12/12/16, 23:30']",['- Fruit'],[': <Media omitted>']
"['12/12/16, 23:32']",['- Fruit'],[': After Reading 345']
"['12/12/16, 23:33']",['- Fruit'],[': 12 Baga artam avtunai']
"['12/12/16, 23:33']",['- Fruit'],[': Ante aa concepts use cheyachu diniki ani artam avtondi']
"['12/12/16, 23:33']",['- Jagannath'],[': Yeah']
"['13/12/16, 22:15']",['- Jagannath'],[': <Media omitted>']
"['13/12/16, 22:38']",['- Fruit'],[': \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\x93']
"['15/12/16, 23:04']",['- Fruit'],[': Bro']
"['15/12/16, 23:04']",['- Fruit'],[': U studied']
"['15/12/16, 23:04']",['- Fruit'],[': All oscillators?']
"['15/12/16, 23:05']",['- Jagannath'],[': Just theory']
"['15/12/16, 23:05']",['- Jagannath'],[': Derivation only for LC type']
"['15/12/16, 23:05']",['- Fruit'],[': Ohh']
"['15/12/16, 23:05']",['- Fruit'],[': LC all?']
"['15/12/16, 23:06']",['- Jagannath'],[': Em unai colpitts and Hartley kada']
"['15/12/16, 23:06']",['- Fruit'],[': Yaa']
"['15/12/16, 23:06']",['- Jagannath'],[': Easy re']
"['15/12/16, 23:06']",['- Jagannath'],[': Just see']
"['15/12/16, 23:06']",['- Jagannath'],[': Very easy']
"['15/12/16, 23:06']",['- Jagannath'],[': Hartley ante LLC']
"['15/12/16, 23:06']",['- Jagannath'],[': Colpittles CCL']
"['15/12/16, 23:07']",['- Fruit'],[': Ohh am reading now']
"['15/12/16, 23:07']",['- Jagannath'],[': Others over?']
"['15/12/16, 23:07']",['- Fruit'],[': Op amp undi']
"['15/12/16, 23:07']",['- Fruit'],[': Unit 5 undi']
"['15/12/16, 23:07']",['- Fruit'],[': Rest over']
"['15/12/16, 23:07']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['15/12/16, 23:08']",['- Jagannath'],[': Nice']
"['15/12/16, 23:08']",['- Jagannath'],[': Op amp harldy 30 mins']
"['15/12/16, 23:08']",['- Jagannath'],[': Unit 5 is big']
"['15/12/16, 23:08']",['- Fruit'],[': I k']
"['15/12/16, 23:08']",['- Fruit'],[': Shit only that is']
"['15/12/16, 23:09']",['- Jagannath'],[': Yeah']
"['15/12/16, 23:09']",['- Fruit'],[': Lvdt only I will read']
"['15/12/16, 23:09']",['- Jagannath'],[': Ade \xf0\x9f\x98\x82']
"['15/12/16, 23:09']",['- Jagannath'],[': Best']
"['15/12/16, 23:09']",['- Fruit'],[': Hmm']
"['15/12/16, 23:09']",['- Fruit'],[': U?']
"['15/12/16, 23:10']",['- Jagannath'],[': 5 and some 2 left']
"['15/12/16, 23:10']",['- Jagannath'],"["": Morning I'll d""]"
"['15/12/16, 23:10']",['- Fruit'],[': Aacha']
"['15/12/16, 23:10']",['- Fruit'],[': Good then']
"['15/12/16, 23:10']",['- Jagannath'],[': Emo']
"['15/12/16, 23:10']",['- Jagannath'],[': Idi kuda biscuit anibistundi']
"['15/12/16, 23:40']",['- Fruit'],"["": It's CCL""]"
"['16/12/16, 08:11']",['- Fruit'],[': No Llc']
"['16/12/16, 23:55']",['- Jagannath'],[': Sup']
"['17/12/16, 00:02']",['- Fruit'],[': Nm']
"['17/12/16, 00:02']",['- Fruit'],[': Entourage']
"['17/12/16, 00:03']",['- Jagannath'],[': Movie a']
"['17/12/16, 00:03']",['- Fruit'],[': No serial']
"['17/12/16, 00:03']",['- Jagannath'],[': Hmm']
"['17/12/16, 00:41']",['- Jagannath'],[': \xe2\x98\xb9']
"['17/12/16, 00:41']",['- Fruit'],[': Kya hua?']
"['17/12/16, 00:41']",['- Jagannath'],[': Hitting me again']
"['17/12/16, 00:41']",['- Jagannath'],"["": Why can't I move on""]"
"['17/12/16, 00:41']",['- Fruit'],[': What y ?']
"['17/12/16, 00:41']",['- Fruit'],[': I know rite']
"['17/12/16, 00:42']",['- Jagannath'],[': \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad']
"['17/12/16, 00:42']",['- Fruit'],[': Guess what am doing now \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['17/12/16, 00:42']",['- Fruit'],[': \xf0\x9f\x98\x93\xf0\x9f\x98\x93']
"['17/12/16, 00:42']",['- Jagannath'],"["": I can't live like this""]"
"['17/12/16, 00:42']",['- Jagannath'],[': Talking to her']
"['17/12/16, 00:42']",['- Jagannath'],[': So am i']
"['17/12/16, 00:42']",['- Fruit'],[': Fucked up we r']
"['17/12/16, 00:43']",['- Jagannath'],"["": I'm serious bro""]"
"['17/12/16, 00:43']",['- Jagannath'],[': More 2 years ante toture naku']
"['17/12/16, 00:43']",['- Jagannath'],[': Every day']
"['17/12/16, 00:43']",['- Fruit'],[': Only difference is my gal got a fucking unworthy boyfriend']
"['17/12/16, 00:43']",['- Jagannath'],[': What the']
"['17/12/16, 00:43']",['- Fruit'],[': Ik']
"['17/12/16, 00:43']",['- Fruit'],"["": It's very bad""]"
"['17/12/16, 00:43']",['- Fruit'],[': But when ever u meet u two seem good']
"['17/12/16, 00:44']",['- Jagannath'],[': I pretend']
"['17/12/16, 00:44']",['- Jagannath'],[': And she masks']
"['17/12/16, 00:44']",['- Fruit'],[': Hmm so sad']
"['17/12/16, 00:45']",['- Jagannath'],[': What should I do']
"['17/12/16, 00:46']",['- Jagannath'],[': Why did she do this to me']
"['17/12/16, 00:47']",['- Jagannath'],"["": Can you even imagine how I'd feel if she gets a bf""]"
"['17/12/16, 00:47']",['- Jagannath'],"["": After dating me and saying she doesn't a relationship at all""]"
"['17/12/16, 00:47']",['- Fruit'],"["": It's jus how it is""]"
"['17/12/16, 00:47']",['- Fruit'],[': Learn from it and get stronger']
"['17/12/16, 00:48']",['- Jagannath'],[': Easier said than done']
"['17/12/16, 00:48']",['- Fruit'],[': I know']
"['17/12/16, 00:48']",['- Fruit'],[': But am sorry I am finding my solution']
"['17/12/16, 00:48']",['- Jagannath'],[': How']
"['17/12/16, 00:48']",['- Fruit'],[': Every body has a unique solution']
"['17/12/16, 00:49']",['- Fruit'],[': Where they find peace']
"['17/12/16, 00:49']",['- Fruit'],[': Where they understand situation']
"['17/12/16, 00:49']",['- Jagannath'],[': I wish I could too']
"['17/12/16, 00:49']",['- Fruit'],[': Even I wish I could']
"['17/12/16, 00:51']",['- Jagannath'],[': You are?']
"['17/12/16, 00:51']",['- Fruit'],"["": Ya I don't know""]"
"['17/12/16, 00:52']",['- Fruit'],"["": But what ever I do I can't stop thinking""]"
"['17/12/16, 00:52']",['- Jagannath'],[': Ikr']
"['17/12/16, 00:52']",['- Jagannath'],"["": Mostly when we're free""]"
"['17/12/16, 00:52']",['- Jagannath'],[': Like exams unte okay']
"['17/12/16, 00:52']",['- Jagannath'],[': Mind will be off']
"['17/12/16, 00:52']",['- Jagannath'],[': But Pani lekapote ded']
"['17/12/16, 00:52']",['- Fruit'],"["": And can't stop  think of that little ugly unworthy bf of her""]"
"['17/12/16, 00:52']",['- Fruit'],"["": Won't be""]"
"['17/12/16, 00:53']",['- Jagannath'],[': Who is he anyway']
"['17/12/16, 00:53']",['- Fruit'],[': Some looser in srm']
"['17/12/16, 00:53']",['- Fruit'],[': Or vit']
"['17/12/16, 00:53']",['- Jagannath'],"["": She didn't tell name?""]"
"['17/12/16, 00:53']",['- Fruit'],[': I figured']
"['17/12/16, 00:53']",['- Fruit'],[': Akshith reddy']
"['17/12/16, 00:54']",['- Jagannath'],[': Hmm']
"['17/12/16, 00:54']",['- Jagannath'],[': Reddy how']
"['17/12/16, 00:54']",['- Jagannath'],"["": She's bapan no""]"
"['17/12/16, 00:54']",['- Fruit'],[': Ugly he looks']
"['17/12/16, 00:54']",['- Fruit'],[': Ya']
"['17/12/16, 00:54']",['- Jagannath'],[': These girls no']
"['17/12/16, 00:54']",['- Fruit'],[': Valla mummy ki teluste Inka ante']
"['17/12/16, 00:54']",['- Fruit'],[': Aunty full cast minded']
"['17/12/16, 00:55']",['- Jagannath'],[': \xf0\x9f\x98\x82']
"['17/12/16, 00:56']",['- Fruit'],"["": They don't meet only and she can't put show him publicly""]"
"['17/12/16, 00:56']",['- Fruit'],"["": That's like very bad""]"
"['17/12/16, 00:56']",['- Jagannath'],[': Hmm']
"['17/12/16, 00:57']",['- Fruit'],"["": I don't know""]"
"['17/12/16, 00:57']",['- Jagannath'],[': We both are fucked']
"['17/12/16, 00:57']",['- Fruit'],[': I want to sometimes kill that guy']
"['17/12/16, 00:58']",['- Jagannath'],[': I can totally feel you']
"['17/12/16, 00:58']",['- Fruit'],[': Or use some tantra shakthi or something on him']
"['17/12/16, 00:58']",['- Jagannath'],[': \xf0\x9f\x98\x82']
"['17/12/16, 00:58']",['- Fruit'],[': Ou lo night they do']
"['17/12/16, 00:58']",['- Fruit'],[': Tantra shakthi stuff']
"['17/12/16, 00:58']",['- Jagannath'],[': Wtf \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['17/12/16, 00:59']",['- Fruit'],[': Seriously']
"['17/12/16, 00:59']",['- Fruit'],[': Ki']
"['17/12/16, 00:59']",['- Fruit'],[': Kishan ki telsina']
"['17/12/16, 00:59']",['- Fruit'],[': Valla meda chesaru']
"['17/12/16, 00:59']",['- Fruit'],[': Oka aunty to breakup her daughter']
"['17/12/16, 00:59']",['- Fruit'],[': She used']
"['17/12/16, 00:59']",['- Fruit'],[': That fellow accident happened and lost job']
"['17/12/16, 01:00']",['- Fruit'],[': And brokeup']
"['17/12/16, 01:00']",['- Jagannath'],[': Holy moly \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['17/12/16, 01:00']",['- Fruit'],[': And that aunty ki 3 times accident']
"['17/12/16, 01:00']",['- Jagannath'],[': Mama address bol']
"['17/12/16, 01:00']",['- Jagannath'],[': We both will go']
"['17/12/16, 01:00']",['- Fruit'],[': Ribs fracture']
"['17/12/16, 01:00']",['- Fruit'],[': Legs fracture']
"['17/12/16, 01:00']",['- Fruit'],[': And heart attack']
"['17/12/16, 01:00']",['- Fruit'],[': To that aunty']
"['17/12/16, 01:00']",['- Fruit'],[': That is a backfire effect']
"['17/12/16, 01:01']",['- Jagannath'],"["": That's too much""]"
"['17/12/16, 01:01']",['- Fruit'],[': Ya but she got the result']
"['17/12/16, 01:01']",['- Jagannath'],"["": Let's go""]"
"['17/12/16, 01:01']",['- Fruit'],[': At a huge cost']
"['17/12/16, 01:01']",['- Fruit'],"["": No I can't pay that much""]"
"['17/12/16, 01:01']",['- Jagannath'],[': How much']
"['17/12/16, 01:01']",['- Jagannath'],"["": I'll give for you bro""]"
"['17/12/16, 01:02']",['- Jagannath'],[': Whatever I have']
"['17/12/16, 01:02']",['- Fruit'],[': Idiot']
"['17/12/16, 01:02']",['- Fruit'],"["": I can't afford those many accidents""]"
"['17/12/16, 01:02']",['- Fruit'],[': And stuff']
"['17/12/16, 01:02']",['- Fruit'],[': Not money']
"['17/12/16, 01:02']",['- Jagannath'],[': Oh fuck aunty ko hua']
"['17/12/16, 01:02']",['- Jagannath'],"["": Didn't read that properly""]"
"['17/12/16, 01:02']",['- Jagannath'],[': Lel']
"['17/12/16, 01:02']",['- Fruit'],[': Yaa']
"['17/12/16, 01:02']",['- Fruit'],[': That fellow also accident and job gone']
"['17/12/16, 01:03']",['- Fruit'],[': But aunty ko backfire effect anta']
"['17/12/16, 01:03']",['- Jagannath'],[': Hmm yeah']
"['17/12/16, 01:03']",['- Jagannath'],[': Proxy pedam']
"['17/12/16, 01:03']",['- Jagannath'],"["": We'll ask someone else to do it for us""]"
"['17/12/16, 01:04']",['- Fruit'],"["": It ain't working like that""]"
"['17/12/16, 01:04']",['- Fruit'],"["": It's shudra sakthi""]"
"['17/12/16, 01:04']",['- Fruit'],[': Not good']
"['17/12/16, 01:04']",['- Fruit'],"["": Don't go near it plis""]"
"['17/12/16, 01:04']",['- Jagannath'],[': Oho only one-to-one function a']
"['17/12/16, 01:06']",['- Fruit'],[': Yaa']
"['17/12/16, 01:06']",['- Jagannath'],[': Dang']
"['17/12/16, 01:07']",['- Fruit'],"["": I don't want to complicate much now because I want to wait for her in future""]"
"['17/12/16, 01:07']",['- Jagannath'],[': Awwww']
"['17/12/16, 01:07']",['- Fruit'],[': I want to continue to be friends']
"['17/12/16, 01:07']",['- Jagannath'],[': Can you?']
"['17/12/16, 01:07']",['- Fruit'],[': I think that is a temporary solution for now']
"['17/12/16, 01:07']",['- Fruit'],[': Yaa I can']
"['17/12/16, 01:08']",['- Fruit'],"["": I can't even think of anyone else""]"
"['17/12/16, 01:08']",['- Jagannath'],[': Hmm']
"['17/12/16, 01:08']",['- Jagannath'],[': What if she cuts it from her end?']
"['17/12/16, 01:08']",['- Fruit'],"["": She won't for now""]"
"['17/12/16, 01:08']",['- Fruit'],[': She could have']
"['17/12/16, 01:09']",['- Fruit'],[': I gave her chance to cut me off']
"['17/12/16, 01:09']",['- Jagannath'],[': When is she moving out']
"['17/12/16, 01:09']",['- Fruit'],"["": But she didn't""]"
"['17/12/16, 01:09']",['- Fruit'],[': April']
"['17/12/16, 01:09']",['- Jagannath'],[': Oh']
"['17/12/16, 01:09']",['- Fruit'],[': I moved out anyway']
"['17/12/16, 01:09']",['- Jagannath'],[': Oh yeah']
"['17/12/16, 01:09']",['- Fruit'],[': But still we stay close only']
"['17/12/16, 01:10']",['- Jagannath'],[': Hmm']
"['17/12/16, 01:10']",['- Fruit'],[': Start thinking about your solution calmly']
"['17/12/16, 01:10']",['- Jagannath'],"["": I don't know bro""]"
"['17/12/16, 01:11']",['- Fruit'],"["": Don't get frustrated or angry or feared""]"
"['17/12/16, 01:11']",['- Jagannath'],[': I think cuttingng off  might help']
"['17/12/16, 01:11']",['- Jagannath'],"["": But it's impossible""]"
"['17/12/16, 01:11']",['- Fruit'],[': Think sensible and practical']
"['17/12/16, 01:11']",['- Jagannath'],[': Yeah']
"['18/12/16, 00:17']",['- Jagannath'],[': Bro']
"['18/12/16, 00:17']",['- Jagannath'],[': Sup']
"['18/12/16, 00:17']",['- Fruit'],[': Research']
"['18/12/16, 00:17']",['- Jagannath'],[': Deni mesa?']
"['18/12/16, 00:18']",['- Fruit'],[': On That little motherfucker']
"['18/12/16, 00:18']",['- Jagannath'],[': \xf0\x9f\x99\x84']
"['18/12/16, 00:18']",['- Fruit'],[': On akshith reddy']
"['18/12/16, 00:18']",['- Jagannath'],[': Oh']
"['18/12/16, 00:18']",['- Jagannath'],[': Okay okay']
"['18/12/16, 00:18']",['- Jagannath'],[': Enduku Mama']
"['18/12/16, 00:18']",['- Fruit'],[': Ppl say he is a weird guy']
"['18/12/16, 00:19']",['- Fruit'],"["": I don't know I might just go to his house and beat the shit out of him as well""]"
"['18/12/16, 00:20']",['- Jagannath'],[': Lite thessko']
"['18/12/16, 00:21']",['- Fruit'],[': Nah']
"['18/12/16, 00:21']",['- Jagannath'],[': Hmm']
"['18/12/16, 00:22']",['- Fruit'],[': Hmm']
"['18/12/16, 00:22']",['- Fruit'],[': Sup wid u']
"['18/12/16, 00:25']",['- Fruit'],[': https://youtu.be/1Fgzc8nyWr4']
"['18/12/16, 00:25']",['- Fruit'],[': Listen to this guy']
"['18/12/16, 00:25']",['- Fruit'],[': He is a awesome guy']
"['18/12/16, 00:26']",['- Jagannath'],[': Night out']
"['18/12/16, 00:26']",['- Jagannath'],[': Biryani eating']
"['18/12/16, 00:26']",['- Fruit'],[': Y  night out?']
"['18/12/16, 00:26']",['- Jagannath'],[': Time pass']
"['18/12/16, 00:26']",['- Fruit'],[': Aacha']
"['18/12/16, 00:26']",['- Fruit'],[': Listen to that song']
"['18/12/16, 00:27']",['- Jagannath'],[': Okay']
"['19/12/16, 08:42']",['- Jagannath'],[': <Media omitted>']
"['19/12/16, 08:48']",['- Fruit'],[': Somebficking day']
"['19/12/16, 08:49']",['- Jagannath'],[': \xf0\x9f\x98\x92\xf0\x9f\x98\x9e']
"['19/12/16, 08:49']",['- Jagannath'],[': \xf0\x9f\x98\x9e*']
"['20/12/16, 23:25']",['- Fruit'],[': Why the fuck did every one bail out?']
"['20/12/16, 23:25']",['- Jagannath'],[': Eswar home no permission']
"['20/12/16, 23:26']",['- Jagannath'],[': Chandu needs to collect doctor reports anta']
"['20/12/16, 23:26']",['- Fruit'],[': Idiots only you are']
"['20/12/16, 23:26']",['- Jagannath'],[': They are']
"['20/12/16, 23:26']",['- Fruit'],[': Bro\xf0\x9f\x98\xad']
"['20/12/16, 23:26']",['- Jagannath'],[': Cheppu']
"['20/12/16, 23:27']",['- Fruit'],[': Tomorrow sam birthday \xf0\x9f\x98\xad\xf0\x9f\x98\xad']
"['20/12/16, 23:27']",['- Jagannath'],[': Oh']
"['20/12/16, 23:27']",['- Jagannath'],[': Someone should come and kill us both']
"['20/12/16, 23:27']",['- Jagannath'],[': Then only best.']
"['20/12/16, 23:27']",['- Jagannath'],[': We can never get.over.them']
"['20/12/16, 23:27']",['- Fruit'],[': Ya bro I wish']
"['20/12/16, 23:28']",['- Fruit'],[': What should I do ??']
"['20/12/16, 23:28']",['- Fruit'],[': Call her or msg her ?']
"['20/12/16, 23:28']",['- Jagannath'],[': Ignore']
"['20/12/16, 23:28']",['- Jagannath'],[': Completely ignore']
"['20/12/16, 23:28']",['- Jagannath'],[': And then wish at 11:59']
"['20/12/16, 23:28']",['- Jagannath'],[': Last wish']
"['20/12/16, 23:28']",['- Jagannath'],[': First evadaina chestadu']
"['20/12/16, 23:28']",['- Fruit'],[': Ohh nice \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['20/12/16, 23:29']",['- Fruit'],[': Good idea']
"['20/12/16, 23:29']",['- Jagannath'],[': I have no idea what I shod.do for my birthday']
"['20/12/16, 23:29']",['- Fruit'],[': Hmm ignore']
"['20/12/16, 23:30']",['- Jagannath'],[': \xf0\x9f\x99\x84']
"['20/12/16, 23:30']",['- Fruit'],[': Nak interest poindi']
"['20/12/16, 23:30']",['- Fruit'],[': Bdays meda']
"['20/12/16, 23:30']",['- Jagannath'],[': Yeah']
"['20/12/16, 23:31']",['- Fruit'],"["": I don't to do any thing for my birthday""]"
"['20/12/16, 23:31']",['- Fruit'],[': Want*']
"['20/12/16, 23:31']",['- Jagannath'],[': Hmm']
"['20/12/16, 23:32']",['- Fruit'],[': Jus go to temple wish and peacefully spend the day like any other day...']
"['21/12/16, 07:43']",['- Jagannath'],[': \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb']
"['21/12/16, 16:10']",['- Fruit'],[': <Media omitted>']
"['21/12/16, 16:13']",['- Fruit'],[': <Media omitted>']
"['21/12/16, 16:17']",['- Fruit'],[': <Media omitted>']
"['21/12/16, 16:17']",['- Fruit'],[': <Media omitted>']
"['21/12/16, 16:17']",['- Fruit'],[': <Media omitted>']
"['21/12/16, 16:39']",['- Jagannath'],[': Where are you']
"['21/12/16, 17:33']",['- Jagannath'],[': <Media omitted>']
"['21/12/16, 17:33']",['- Jagannath'],[': <Media omitted>']
"['21/12/16, 17:33']",['- Jagannath'],[': <Media omitted>']
"['21/12/16, 19:02']",['- Fruit'],[': Where can this be']
"['21/12/16, 19:02']",['- Fruit'],[': Obviously']
"['21/12/16, 19:02']",['- Fruit'],[': U in Warangal']
"['21/12/16, 19:02']",['- Fruit'],[': ?']
"['21/12/16, 19:03']",['- Jagannath'],[': no']
"['21/12/16, 19:04']",['- Fruit'],[': Hmm']
"['21/12/16, 19:04']",['- Fruit'],[': Where can this be guess']
"['21/12/16, 19:04']",['- Jagannath'],[': some golf park?']
"['21/12/16, 19:05']",['- Fruit'],[': Nah']
"['21/12/16, 19:05']",['- Fruit'],[': Indira park']
"['21/12/16, 19:05']",['- Fruit'],[': 6 am']
"['21/12/16, 19:05']",['- Jagannath'],[': oho']
"['21/12/16, 19:05']",['- Jagannath'],[': why']
"['21/12/16, 19:05']",['- Jagannath'],[': wished her?']
"['21/12/16, 19:05']",['- Fruit'],[': No not yet']
"['21/12/16, 19:05']",['- Fruit'],[': Walking']
"['21/12/16, 19:05']",['- Fruit'],[': Jogging']
"['21/12/16, 19:06']",['- Fruit'],[': Pokemon go']
"['21/12/16, 19:06']",['- Jagannath'],[': thu yedava']
"['21/12/16, 19:25']",['- Fruit'],[': Enduku']
"['22/12/16, 00:57']",['- Jagannath'],[': Yi']
"['22/12/16, 00:57']",['- Jagannath'],[': Wished?']
"['22/12/16, 00:58']",['- Fruit'],[': Ya']
"['22/12/16, 00:58']",['- Jagannath'],[': What did she say']
"['22/12/16, 00:59']",['- Fruit'],[': She said I thought you would not wish']
"['22/12/16, 00:59']",['- Jagannath'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['22/12/16, 00:59']",['- Fruit'],[': Then I said all that y I wished last and all']
"['22/12/16, 00:59']",['- Fruit'],[': She said abhoo...']
"['22/12/16, 00:59']",['- Jagannath'],[': \xf0\x9f\x98\xaa\xf0\x9f\x98\xaa']
"['22/12/16, 01:00']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['22/12/16, 01:03']",['- Jagannath'],[': Sup']
"['22/12/16, 01:03']",['- Fruit'],[': Dear zindagi chustuna']
"['22/12/16, 01:03']",['- Jagannath'],[': Oho']
"['22/12/16, 01:04']",['- Fruit'],[': Hmm']
"['22/12/16, 01:04']",['- Fruit'],[': Aalia \xf0\x9f\x98\x8d']
"['22/12/16, 01:04']",['- Jagannath'],[': \xf0\x9f\x98\x82']
"['22/12/16, 01:06']",['- Fruit'],[': Much needed movie this is']
"['22/12/16, 01:06']",['- Jagannath'],[': Very slow anta']
"['22/12/16, 01:06']",['- Fruit'],[': All abt a gal getting physc abt a guy']
"['22/12/16, 01:07']",['- Fruit'],[': She loves']
"['22/12/16, 01:07']",['- Fruit'],[': But he got engaged']
"['22/12/16, 01:07']",['- Jagannath'],[': Aya']
"['22/12/16, 01:07']",['- Fruit'],[': Relatable undi ank']
"['22/12/16, 01:07']",['- Fruit'],[': Ani*']
"['22/12/16, 01:07']",['- Jagannath'],[': Hmm']
"['22/12/16, 01:08']",['- Fruit'],[': Sup?']
"['22/12/16, 01:08']",['- Jagannath'],[': Em le']
"['22/12/16, 01:10']",['- Fruit'],[': U know what she explains y she is depressed']
"['22/12/16, 01:10']",['- Fruit'],[': Like']
"['22/12/16, 01:10']",['- Fruit'],[': She feels she is all ugly dirty unfit and unworthy of him']
"['22/12/16, 01:10']",['- Fruit'],[': Anta']
"['22/12/16, 01:10']",['- Fruit'],[': That too aalia \xf0\x9f\x98\x82']
"['22/12/16, 08:39']",['- Jagannath'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['22/12/16, 09:45']",['- Fruit'],[': Yo']
"['22/12/16, 09:45']",['- Jagannath'],[': sup']
"['22/12/16, 09:46']",['- Fruit'],[': Jus woke up']
"['22/12/16, 09:46']",['- Jagannath'],[': sett']
"['22/12/16, 09:46']",['- Fruit'],[': What sett\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['22/12/16, 09:47']",['- Jagannath'],[': how was the movie']
"['22/12/16, 09:47']",['- Fruit'],[': Aah it was so nice']
"['22/12/16, 09:47']",['- Fruit'],[': Like veryy intellectual']
"['22/12/16, 09:48']",['- Jagannath'],[': hmm']
"['22/12/16, 09:48']",['- Jagannath'],[': hmm']
"['22/12/16, 09:48']",['- Fruit'],[': And alia sett \xf0\x9f\x98\x8d']
"['22/12/16, 09:49']",['- Jagannath'],[': _lol_']
"['22/12/16, 09:50']",['- Fruit'],[': Inka ?']
"['22/12/16, 09:50']",['- Jagannath'],[': going to college']
"['22/12/16, 09:50']",['- Jagannath'],[': cbit calander ki some photos kavli anta']
"['22/12/16, 09:50']",['- Fruit'],[': Abhoo thoop']
"['22/12/16, 09:52']",['- Jagannath'],[': \xf0\x9f\x98\x92']
"['22/12/16, 22:46']",['- Fruit'],[': Yo']
"['22/12/16, 22:46']",['- Fruit'],[': How was u r day']
